token,count
"Skin: Benign neoplasm of skin of lower limb",1
"Ingrown toenail",1
"Ingrown nail of great toe of right foot",1
"Onychomycosis of right great toe",1
"Sleep: Obstr...",1
"Hematology and Neoplasia: Cancer of left female breast",1
"Urine retention",1
"Malignant neoplasm of ureteric orifice",1
"Infectious Disease: ?Pyelonephritis",1
"Effusion of left hip",1
"Other: Acetaminophen toxicity",1
"Genitourinary and Reproductive: Nephrotic syndrome with lesion of membranous glomerulonephritis",1
"Membranous glomerulonephritis",1
"Other: Other mechanical complication of internal fixation device of bone of toe",1
"Neuro: Radiculopathy of thoracolumbar region",1
"Musculoskeletal and Injuries: History of amputation of lesser toe (HHS-HCC)",1
"Cardiac and Vasculature: Coronary artery disease involving coronary bypass graft of native heart with unstable angina pectoris",1
"Sodium (Na) deficiency",1
"History of brachytherapy",1
"Cardiac and Vasculature: Family history of mitral valve disorder",1
"P repair of ventral hernia",1
"SISTER",1
"Epithelial ovarian cancer",1
"FIGO stage IIIA",1
"Acute pulmonary embolism without acute cor pulmonale",1
"Hematology and Neoplasia: Secondary malignant neoplasm of bone marrow",1
"Musculoskeletal and Injuries: Left ankle pain",1
"Musculoskeletal and Injuries: Calcific tendinitis of right shoulder",1
"Infectious Disease: Infection of skin",1
"Acquired hallux limitus of left foot",1
"Neuro: Spinal stenosis of cervical region",1
"Other: Varicose veins of lower leg",1
"Hypertensive heart and chronic kidney disease with chronic diastolic congestive heart failure",1
"Abnormal LFTs",1
"Hematology and Neoplasia: Squamous cell carcinoma in situ of skin of antihelix of left ear",1
"History of myelodysplastic syndrome",1
"Severe persistent asthma without complication",1
"Coag and Thromboembolic: Phlebitis and thrombophlebitis of superficial vessels of lower extremities",1
"Hematology and Neoplasia: Squamous cell carcinoma of vocal cord",1
"Carcinoma in situ of vocal cord",1
"Primary malignant neoplasm of vocal cord",1
"Musculoskeletal and Injuries: Primary osteoarthritis of right hand",1
"Cardiac and Vasculature: Nodule behind the heart",1
"ENT: Chronic ethmoidal sinusitis",1
"Musculoskeletal and Injuries: Ankylosing polyarthritis",1
"Sedentary lifestyle",1
"Other: Dementia with anxiety (CMS-HCC)",1
"Atherosclerosis of native coronary artery of native heart with refractory angina pectoris (CMS-hcc)",1
"Melanoma in situ",1
"Endocrine and Metabolic: Hypothyroidism following radioiodine therapy",1
"Eye: Corneal opacity",1
"Occlusion of iliac artery",1
"Gastrointestinal and Abdominal: Gastroesophageal reflux disease with esophagitis and hemorrhage",1
"Musculoskeletal and Injuries: Encounter for screening for osteoporosis",1
"History of partial amputation of toe (HHS-HCC)",1
"Skin: Twenty nail dystrophy",1
"Other: Encounter for screening for malignant neoplasm of lung in current smoker with 20 pack year history or greater",1
"Other: Vascular graft occlusion",1
"Musculoskeletal and Injuries: Left thigh pain",1
"Obstipation",1
"Alcoholism",1
"O shoulder surgery",1
"Generalized muscle weakness",1
"Unspecified skin changes",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with ophthalmic complication",1
"Exudative age-related macular degeneration of right eye with active choroidal neovascularization### (CMS-hcc)",1
"Varicose veins with inflammation",1
"O cholesteatoma",1
"Chronic eustachian tube dysfunction",1
"Left ear impacted cerumen",1
"Conductive hearing loss in left ear",1
"Myringitis",1
"Tympanic atelectasis",1
"Cholesteatoma of both middle ears",1
"Gastrointestinal and Abdominal: Polyp of small intestine",1
"Neuro: Memory impairment",1
"History of screening mammography",1
"Secondary malignant neoplasm of bone",1
"Musculoskeletal and Injuries: Lytic bone lesions on xray",1
"Skin: Vasculitis limited to skin",1
"Septic olecranon bursitis of left elbow",1
"Lingual tonsil hypertrophy",1
"Congenital tracheomalacia",1
"AVNRT S",1
"P electrophysiology study and ablation",1
"Symptoms and Signs: Localized swelling of right foot",1
"Premature ventricular beats",1
"Category 2 low vision of left eye with normal vision of right eye",1
"Scotoma involving central area of left eye",1
"Closed compression fracture of third lumbar vertebra",1
"P lumbar fusion-RIGHT L3 LAMINOTOMY DECOMPRESSION",1
"L2-L4 STABILIZATION performed on 11",1
"Other: Lumbar burst fracture",1
"Pneumonia of left lung due to infectious organism",1
"Symptoms and Signs: History of dizziness",1
"ENT: Disorder of mastoid",1
"Other diseases of larynx",1
"Herpes zoster",1
"Impetigo",1
"Post-herpetic trigeminal neuralgia",1
"Other: Disorder of both middle ear and mastoid",1
"Harmful pattern of use of alcohol",1
"Class 2 severe obesity with serious comorbidity and body mass index (BMI) of 36.0 to 36.9 in adult",1
"ENT: Tongue lesion",1
"Macular hole of left eye",1
"P splenectomy",1
"Genitourinary and Reproductive: Phimosis",1
"Hematology and Neoplasia: History of ITP",1
"Neuro: Diabetic neuropathy associated with type 2 diabetes mellitus",1
"Status post implantation of automatic cardioverter",1
"Other: Elective replacement of implantable cardioverter-defibrillator (ICD) battery required",1
"Chronic atrial flutter",1
"Encounter for fitting and adjustment of hearing aid",1
"Narrow angle glaucoma of left eye",1
"Cyst of epididymis",1
"Disorder of male genital organ",1
"Alcohol intake above recommended sensible limits",1
"Achilles tendonitis",1
"P cryoablation of arrhythmia",1
"Eye: Meibomian gland dysfunction (MGD) of upper and lower lids of both eyes",1
"Post-polio syndrome (CMS-HCC)",1
"Other: Closed high lateral malleolus fracture",1
"Allergies and Adverse Reactions: Bee sting-induced anaphylaxis",1
"Right acute otitis media",1
"Cardiac and Vasculature: Elevated BP without diagnosis of hypertension",1
"Symptoms and Signs: Post-procedural fever",1
"Rheumatic heart disease",1
"History of bilateral hip replacements",1
"Rheumatoid arthritis of multiple sites without rheumatoid factor",1
"AVN (avascular necrosis of bone)",1
"Hx of bilateral hip replacements",1
"Bunion of great toe",1
"Hair loss",1
"Symptomatic varicose veins of both lower extremities",1
"Hematology and Neoplasia: Melanoma metastatic to bone",1
"Obesities",1
"diabetes",1
"and hypertension syndrome",1
"Hematology and Neoplasia: Sickle cell trait (CMS-hcc)",1
"Skin: Chronic pruritic rash in adult",1
"Ingrown nail of great toe of left foot",1
"Fasting hyperglycemia",1
"ENT: Benign paroxysmal positional vertigo of right ear",1
"Chronic kidney disease (CKD) stage G3b",1
"moderately decreased glomerular filtration rate (GFR) between 30-44 mL",1
"Strain of calf m...",1
"Hematology and Neoplasia: Basal cell carcinoma (BCC) of face",1
"Malignant neoplasm of right breast in female",1
"Musculoskeletal and Injuries: Fracture of left talus",1
"Genitourinary and Reproductive: Pelvic hematoma in female",1
"Musculoskeletal and Injuries: Fracture of distal end of right ulna",1
"Subarachnoid hemorrhage following injury with brief loss of consciousness but without open intracranial wound (CMS-HCC)",1
"Fracture of pedicle of cervical vertebra",1
"Vertebral artery dissection (HHS-HCC)",1
"Encounter for colorectal cancer screening",1
"Acquired deformity of nose",1
"Infectious Disease: ECM (erythema chronicum migrans)",1
"p CABG X 2: LITA to LAD",1
"Left SVG to RCA",1
"MITRAL VALVE REPAIR with 30mm PHYSIO II RING",1
"AORTIC VALVE REPLACEMENT with 25mm INSPIRIS AORTIC VALVE",1
"L&R MAZE",1
"LAAL with 35mm CLIP",1
"TPW on 8",1
"Asymptomatic cholelithiasis",1
"Genitourinary and Reproductive: PSA elevation",1
"Hypertensive heart and kidney disease with biventricular heart failure and stage 3b chronic kidney disease",1
"Microalbuminuric diabetic nephropathy",1
"Degenerative lumbar spinal st...",1
"Other nonrheumatic tricuspid valve disorders",1
"Pseudoaneurysm of femoral artery following procedure",1
"Hematology and Neoplasia: Benign neoplasm of cerebral meninges",1
"Mental Health: Stress and adjustment reaction",1
"Neuro: History of arterial ischemic stroke",1
"Type II diabetes mellitus with complication",1
"Genitourinary and Reproductive: Cyst of ovary",1
"Symptoms and Signs: Paresthesia of skin",1
"Gastrointestinal and Abdominal: Diverticulitis of large intestine with perforation and abscess without bleeding",1
"Acoustic neuroma",1
"Hematology and Neoplasia: Cerebellopontine angle tumor",1
"Allergies and Adverse Reactions: Anaphylaxis",1
"Symptoms and Signs: Mass of left finger",1
"Cardiac and Vasculature: Paroxysmal atrial flutter",1
"3-vessel coronary artery disease",1
"Eye: Central retinal vein occlusion of right eye (CMS-HCC)",1
"Moderate nonproliferative diabetic retinopathy",1
"Genitourinary and Reproductive: Simple renal cyst",1
"Pulmonary and Pneumonias: Chronic obstructive pulmonary disea...",1
"Claudication of lower extremity",1
"Open wound of toe",1
"Family history of aortic aneurysm",1
"Genitourinary and Reproductive: Unspecified menopausal and perimenopausal disorder",1
"Injury of left hand",1
"Symptoms and Signs: Localized swelling of right lower extremity",1
"Cardiac and Vasculature: Arteriosclerosis of abdominal aorta (CMS-hcc)",1
"Gastrointestinal and Abdominal: Biliary calculus",1
"Cholangiectasis",1
"Cholelithiasis with obstruction",1
"Calculus of gallbladder and bile duct without cholecystitis without obstruction",1
"Malignant melanoma of upper back",1
"Pulmonary and Pneumonias: Asbestos-induced pleural plaque",1
"ENT: Perforation of both tympanic membranes",1
"Gastrointestinal and Abdominal: IBD (inflammatory bowel disease)",1
"Cardiac and Vasculature: Acute ST elevation myocardial infarction (STEMI) of inferior wall",1
"ENT: Acquired nose deformity",1
"Nasal septum perforation",1
"Gastrointestinal and Abdominal: Non-intractable vomiting with nausea",1
"Pulmonary and Pneumonias: suspected bacterial community acquired pneumonia",1
"Pleural effusion on right",1
"Pneumothorax on right",1
"Eye: Lesion of left lower eyelid",1
"Allergies and Adverse Reactions: Allergy to drug",1
"Multiple allergies",1
"Infectious Disease: Leg abscess",1
"Abdominal wall abscess",1
"Cellulitis of left thigh",1
"Open wound",1
"Right lower lobe pulmonary nodule",1
"Ruptured abdominal aortic aneurysm",1
"Hearing disorder of left ear",1
"Acute Systolic heart failure (CMS-hcc)",1
"ENT: Left facial swelling",1
"AKI (acute kidney injury) on CKD (CMS-hcc)",1
"Infectious Disease: Cellulitis of Right Hand with Right 3rd Finger Abscess",1
"Influenza B",1
"Acute on chronic back pain with radiculopathy",1
"Stiffness of finger joint of right hand",1
"Neuro: History of Traumatic brain injury (CMS-hcc)",1
"C2 cervical fracture",1
"Personal history of traumatic brain injury",1
"Pulmonary and Pneumonias: Sepsis secondary to Influenza with bronchopneumonia",1
"Symptoms and Signs: acute on chronic lower extremity weakness",1
"Recurrent falls with increasing frequency",1
"Advance Directives and Health Issues: History of medication noncompliance",1
"Other: Closed displaced trimalleolar fracture of right ankle",1
"Social: Financial problems",1
"Borderline systolic hypertension",1
"Neuro: Vertebral artery stenosis",1
"Musculoskeletal and Injuries: Swelling of right knee joint",1
"Bucket-handle tear of lateral meniscus of right knee as current injury",1
"Gastrointestinal and Abdominal: Diverticulitis of large intestine without perforation or abscess without bleeding",1
"Digestive disorder due to psychological factors",1
"Musculoskeletal and Injuries: Pain in joint involving ankle and foot",1
"Hand joint pain",1
"Neuro: History of excision of lamina of cervical vertebra for decompression of spinal cord",1
"Brain concussion",1
"Pelvic congestion syndrome",1
"O pericarditis",1
"Advance Directives and Health Issues: Hospitalization or health care facility admission within last 6 months",1
"Endocrine and Metabolic: Unspecified severe protein-calorie malnutrition (HHS-HCC)",1
"Smoldering myeloma",1
"Monoclonal paraproteinemia",1
"Musculoskeletal and Injuries: Adult idiopathic generalized osteoporosis",1
"Neuro: Peripheral axonal neuropathy",1
"Musculoskeletal and Injuries: Bunionette of right foot",1
"Intermittent esotropia",1
"Postural orthostatic tachycardia syndrome",1
"Tobacco: Nonsmoker",1
"Encounter for palliative care in home",1
"Positive screening for depression on 2-item Patient Health Questionnaire (PHQ-2)",1
"Genitourinary and Reproductive: Pseudomonas urinary tract infection",1
"Electrolyte abnormality",1
"Musculoskeletal and Injuries: Status post kyphoplasty",1
"Closed fracture of second lumbar vertebra",1
"Severe pain",1
"Other: Leg wound",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with hyperosmolarity",1
"Genitourinary and Reproductive: Drug-induced hypokalemia",1
"Other shoulder lesions",1
"Other: Spondylosis of cervical spine at multiple levels without myelopathy",1
"Pulmonary and Pneumonias: Post-COVID chronic cough",1
"Other: Remote history of TIA",1
"Endocrine and Metabolic: Hx of Hypothyroidism",1
"Mental Health: Opioid dependence in remission",1
"Major depressive disorder in full remission",1
"Multiple joint pain",1
"Osteoarthritis of left AC (acromioclavicular) joint",1
"Femoral neuropathy",1
"Genitourinary and Reproductive: CKD stage 3 due to type 2 diabetes mellitus",1
"Musculoskeletal and Injuries: Gouty arthritis of left great toe",1
"Saddle embolism of pulmonary artery",1
"Pulmonary and Pneumonias: Pneumonia of both lower lobes due to infectious organism",1
"Gastrointestinal and Abdominal: Infective necrosis of pancreas (HHS-HCC)",1
"Perihepatic fluid collection",1
"Perihepatic abscess",1
"Infectious Disease: Sepsis due to Staphylococcus hominis",1
"Eye: Left epiretinal membrane",1
"Gastrointestinal and Abdominal: Benign liver cyst",1
"Hematology and Neoplasia: History of papillary thyroid cancer",1
"Arthritis of carpometacarpal (CMC) joints of both thumbs",1
"Genitourinary and Reproductive: Starvation ketoacidosis",1
"Left-caudate hemorrhagic infarct (CMS-hcc)",1
"Cardiac and Vasculature: Primary cardiomyopathy",1
"Myeloma",1
"Hypnotic dependence (Ambien)",1
"Sedative withdrawal",1
"Musculoskeletal and Injuries: Sternal mass",1
"Neuro: Lumbar radiculitis",1
"Brachial plexopathy",1
"Advance Directives and Health Issues: Postprocedural state",1
"Symptoms and Signs: Arthritis of joint of right shoulder region",1
"Family History: Long term use of drug",1
"Disorder of lumbosacral intervertebral disc",1
"Pruritic disorder",1
"Pruritic rash",1
"Acquired aneurysm of left ventricle of heart",1
"Endocrine and Metabolic: Class 2 obesity due to excess calories with body mass index (BMI) of 36.0 to 36.9 in adult",1
"P YAG capsulotomy",1
"Hematology and Neoplasia: Ovarian cystadenoma",1
"Mental Health: Alcohol consumption heavy",1
"Closed fracture of left tibia with routine healing",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene",1
"Infectious Disease: Acute osteomyelitis of toe",1
"Abscess of great toe of left foot",1
"Gastrointestinal and Abdominal: Unilateral recurrent inguinal hernia without obstruction or gangrene",1
"Cortical age-related cataract of left eye",1
"Gastrointestinal and Abdominal: Gastrointestinal hemorrhage associated with peptic ulcer",1
"Hematology and Neoplasia: Myelodysplastic disease",1
"Colonoscopy refused",1
"Closed fracture of left acetabulum with routine healing",1
"Awareness under anesthesia",1
"Cardiac and Vasculature: SSS (sick sinus syndrome)- S",1
"P pacemaker",1
"Neuro: Headaches due to old head injury",1
"Presence of neurostimulator",1
"Acute right thalamus ischemic stroke",1
"O: CVA (cerebrovascular accident)-4",1
"Tobacco: Smoking greater than 20 pack years",1
"Pulmonary and Pneumonias: History of hemoptysis",1
"Type 2 diabetes mellitus with other circulatory complications",1
"Morbid obesity with body mass index (BMI) of 40.0 to 44.9 in adult (CMS-HCC)",1
"Gastrointestinal and Abdominal: Bloating",1
"Genitourinary and Reproductive: Urinary retention with incomplete bladder emptying",1
"Acute postoperative anemia due to greater than expected blood loss",1
"Musculoskeletal and Injuries: History of back pain",1
"Acute bilateral low back pain wit...",1
"O fibromyalgia",1
"Endocrine and Metabolic: Morbid obesity with body mass index (BMI) of 40.0 to 44.9 in adult (CMS-HCC)",1
"current episode mixed",1
"Incomplete rectal prolapse",1
"Social: Patient is Jehovah's Witness",1
"Other: Thoracic aortic aneurysm",1
"Musculoskeletal and Injuries: RS3PE syndrome (remitting seronegative symmetrical synovitis with pitting edema)",1
"Hypertensive heart and kidney disease w",1
"Peripheral vascular complication",1
"Gastrointestinal and Abdominal: Abscess of liver (HHS-HCC)",1
"Congenital multiple renal cysts",1
"Neuro: Abnormal vision as late effect of cerebrovascular disease",1
"E...",1
"ENT: Deafness congenital",1
"Hematology and Neoplasia: Gastrointestinal stromal tumor (GIST)",1
"Personal history of fall",1
"Pain due to varicose veins of both lower extremities",1
"Otalgia",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with other circulatory complication",1
"Other: Chronic coronary microvascular dysfunction",1
"Hematology and Neoplasia: Skin cancer of anterior chest",1
"Dislocation of tarsometatarsal joint of right foot",1
"Curly toe",1
"Gastrointestinal and Abdominal: Other chronic pancreatitis",1
"Cardiac and Vasculature: Chronic hypertension",1
"Hematology and Neoplasia: Basal cell carcinoma of right upper back",1
"Other: Accident due to mechanical fall without injury",1
"Restrictive cardiomyopathy",1
"Pulmonary and Pneumonias: Large pleural effusion",1
"ENT: Polyp",1
"nasal sinus",1
"Lesion of left ear",1
"Hematology and Neoplasia: Neoplasm of parotid gland",1
"Hyporeflexia",1
"Gastrointestinal and Abdominal: Pancreatic disorder (HHS-HCC)",1
"Other: Moderate Alzheimer's dementia (CMS-HCC)",1
"Gastrointestinal and Abdominal: Post-operative nausea and vomiting",1
"Encounter for pre-operative respiratory clearance",1
"CKD stage 4 secondary to hypertension",1
"Cervical disc disor...",1
"Low blood pressure reading",1
"Sludge in gallbladder",1
"Musculoskeletal and Injuries: Arm pain",1
"Pulmonary and Pneumonias: Respiratory failure",1
"Eye: Conjunctival cyst of right eye",1
"Choroidal nevus of both eyes",1
"Genitourinary and Reproductive: Stress incontinence in female",1
"Fibrous dysplasia of bone",1
"Fibrous dysplasia (monostotic)",1
"right thigh",1
"Acute idiopathic pericarditis (HHS-HCC)",1
"Controlled diabetes mellitus with stable proliferative retinopathy",1
"Neuro: Plantar neuroma",1
"R leg",1
"Pituitary apoplexy (HHS-HCC)",1
"Neuro: pituitay mass with headache",1
"Symptoms and Signs: Right maxillary sinus opacification",1
"History of pseudoaneurysm",1
"Neuro: Acute confusion",1
"Fracture of thoracic spine",1
"Infectious Disease: Candida infection",1
"Musculoskeletal and Injuries: Closed Colles' fracture of right radius with routine healing",1
"Medial epicondylitis of elbow",1
"Soft tissue disorder",1
"Symptoms and Signs: Mass of skin of right elbow",1
"Cardiac and Vasculature: Intermittent claudication (CMS-hcc)",1
"Colloid thyroid nodule",1
"p L THA with postop dislocation",1
"Eye: COAG (chronic open-angle glaucoma)",1
"At high risk for pressure injury of skin",1
"Hematology and Neoplasia: Cancer of uterus",1
"Class 1 obesity with serious comorbidity and body mass index (BMI) of 33.0 to 33.9 in adult",1
"Autoimmune hepatitis treated with steroids",1
"Diffuse large B cell lymphoma",1
"Neoplasm of ovary with borderline malignant features",1
"Ovarian tumor",1
"Infectious Disease: Oral candidiasis",1
"Musculoskeletal and Injuries: Severe lumbar pain",1
"O stress fracture",1
"Closed wedge compression fracture of fourth lumbar vertebra",1
"Multifocal atrial tachycardia (HHS-HCC)",1
"Genitourinary and Reproductive: History of urinary retention",1
"B-cell lymphoma of lymph nodes of multiple regions",1
"Non Hodgkin's marginal B-cell lymphoma",1
"Musculoskeletal and Injuries: Recurrent fall at home",1
"Neuro: Schmorl's nodes of lumbar region",1
"DNR (do not resuscitate)",1
"Counseling regarding advance care planning and goals of care",1
"Liver cirrhosis",1
"Genitourinary and Reproductive: Nocturnal enuresis",1
"Other specified carcinomas of liver",1
"Chronic inflammatory demyelinating polyneuritis",1
"Pulmonary and Pneumonias: Pneumonia involving left lung",1
"Muscle cramp",1
"Frailty syndrome in geriatric patient",1
"Symptoms and Signs: Pyrexia",1
"p CORONARY ARTERY BYPASS GRAFT SURGERY X 5",1
"RITA to DIAG 1",1
"SVG to OM",1
"SEQ to DIAG 2",1
"LEFT RADIAL to RCA",1
"TPW by Dr. Alnajjar on 12",1
"P rotator cuff surgery",1
"Collapse of nasal valve",1
"Sleep: Sleep disorder breathing",1
"Cervical disc disorder with myelopathy",1
"Neuro: Intraparenchymal hemorrhage of brain",1
"Retained Hemothorax",1
"Skin: Plantar warts",1
"Humeral head fracture",1
"Rheumatic mitral stenosis with regurgitation",1
"Pulmonary and Pneumonias: Pulmonary hypertension due to left heart valvular disease",1
"Mental Health: Polysubstance abuse (CMS-HCC)",1
"Low back pain potentially associated with radiculopathy",1
"Hematology and Neoplasia: Malignant neoplasm of uterus",1
"Aromatase inhibitor-associated arthralgia",1
"History of multiple pulmonary nodules",1
"Left supraspinatus tendinitis",1
"ENT: Nasal septal deviation",1
"Polycythemia secondary to hypoxia",1
"Lipoma of right lower extremity",1
"Elevated WBCs",1
"Musculoskeletal and Injuries: Chronic hip pain",1
"P arterial stent",1
"Hematology and Neoplasia: Intradural lipoma of spine",1
"BMI 35.0-35.9",1
"Gastrointestinal and Abdominal: Hemorrhoid",1
"Mental Health: ADHD (attention deficit hyperactivity disorder)",1
"History of laparoscopic adjustable gastric banding",1
"Bowel habit changes",1
"Neuro: Neuropathic pain of left forearm",1
"Allergies and Adverse Reactions: Allergy to povidone-iodine topical antiseptic",1
"Other: Left supracondylar humerus fracture",1
"Multi System Lupus Sarcoid: Mixed connective tissue disease (HHS-HCC)",1
"Cardiac and Vasculature: Faint heart murmur",1
"Asymmetric septal hypertrophy",1
"ENT: Other specified disorders of nose and nasal sinuses",1
"Eye: Chronic follicular conjunctivitis of both eyes",1
"Infectious Disease: Histoplasmosis",1
"Multi System Lupus Sarcoid: Granulomatosis with polyangiitis",1
"Neuro: Chronic non-specific white matter lesions on MRI",1
"Pseudoclaudication",1
"Pulmonary and Pneumonias: Hx: recurrent pneumonia",1
"Mild intermittent reactive airway disease (HHS-HCC)",1
"Tobacco: Former heavy cigarette smoker (20-39 per day)",1
"Conduction block",1
"Hx of cardiomyopathy",1
"Gastrointestinal and Abdominal: History of duodenal ulcer",1
"Difficulty urinating",1
"O circumcision",1
"Dropped head syndrome",1
"Myotonic dystrophy",1
"Abnormal EMG",1
"Cardiac and Vasculature: Recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty",1
"Musculoskeletal and Injuries: Degenerative spondylolisthesis",1
"P CABG x4 (coronary artery bypass graft)",1
"with long-term current use of insulin (CMS-hcc)",1
"History of hypothyroidism",1
"Multi System Lupus Sarcoid: History of lupus",1
"Musculoskeletal and Injuries: Arthritis of right acromioclavicular joint",1
"Right rotator cuff tendonitis",1
"Neuro: History of cerebral infarction",1
"Sleep: Poor sleep hygiene",1
"Endocrine and Metabolic: Type 1 diabetes mellitus with diabetic chronic kidney disease",1
"Cardiac and Vasculature: Xanthelasma of eyelid",1
"O rhinoplasty",1
"Multi System Lupus Sarcoid: Neurosarcoidosis",1
"History of sarcoidosis",1
"Neuro: Nontraumatic intracranial subdural hematoma",1
"ENT: Tinnitus of vascular origin",1
"Eye: Amblyopia",1
"Ischemic optic neuropathy of both eyes",1
"Partial optic atrophy of right eye",1
"Papilledema",1
"Instability of right knee joint",1
"Autonomic nervous system disorder",1
"Hematology and Neoplasia: Malignant neoplasm of lower-outer quadrant of right female breast",1
"Cup-to-disc asymmetry",1
"Cardiac and Vasculature: Hx of repair of dissecting thoracic aortic aneurysm",1
"Stanford type B",1
"Gastrointestinal and Abdominal: Constipation due to opioid therapy",1
"Musculoskeletal and Injuries: Acute right-sided low back pain without sciatica",1
"Eye: Unspecified visual loss",1
"Cardiac and Vasculature: Blood pressure elevated without history of HTN",1
"Genitourinary and Reproductive: Adnexal cyst",1
"Bilateral ovarian cysts",1
"MRI 2021",1
"Intractable muscle spasm",1
"Patellofemoral dysfunction of right knee",1
"Anterolateral rotary instability of right knee",1
"Cardiac and Vasculature: Arteriosclerosis",1
"Coag and Thromboembolic: Chronic deep vein thrombosis (DVT) of lower leg",1
"Genitourinary and Reproductive: Hypertensive kidney disease with ESRD (end-stage renal disease)",1
"Kidney transplant status (HHS-HCC)",1
"Body mass index (BMI) of 21.0 to 21.9 in adult",1
"Musculoskeletal and Injuries: Peroneal tendonitis",1
"Coag and Thromboembolic: Anti-phospholipid antibody syndrome (HHS-HCC)",1
"Lower leg DVT (deep venous thromboembolism)",1
"Adrenal cyst (HHS-HCC)",1
"Hematology and Neoplasia: Other specified disorders of white blood cells",1
"Disease due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)",1
"Compression deformity of vertebra L3",1
"Bilateral atelectasis",1
"Declining functional status",1
"Benign breast lumps",1
"Cardiac and Vasculature: Frequent PVCs",1
"Sleep: Sleep dysfunction with arousal disturbance",1
"Coag and Thromboembolic: Immune thrombocytopenic purpura",1
"Endocrine and Metabolic: Type 2 diabetes mellitus with retinopathy of both eyes",1
"Retinal hemorrhage of right eye",1
"Secondary glaucoma of right eye",1
"Esophagitis determined by endoscopy",1
"Genitourinary and Reproductive: Breast nodule",1
"Hematology and Neoplasia: Family history of lung cancer",1
"Infectious Disease: Mycobacterium avium complex",1
"Musculoskeletal and Injuries: Musculoskeletal back pain",1
"Hx of migraines",1
"Focal bronchiectasis",1
"Internal carotid artery stenosis",1
"Genitourinary and Reproductive: Abnormal renal function",1
"Abnormal urine odor",1
"Abnormal vaginal bleeding",1
"Cyst of ovary",1
"Endometritis",1
"Irregular periods",1
"Mental Health: Continuous opioid dependence",1
"Musculoskeletal and Injuries: Cervical kyphosis",1
"Cervical spine ankylosis",1
"Subluxation of thumb",1
"Other muscle spa...",1
"Mobitz 1",1
"Hematology and Neoplasia: Family history of blood coagulation disorder",1
"Large cell carcinoma",1
"Infectious Disease: Abscess of buttock",1
"Nodule of upper lobe of left lung",1
"Other: Primary squamous cell carcinoma of lower lobe of left lung",1
"Coag and Thromboembolic: Activated protein C resistance (HHS-HCC)",1
"Neuro: Cerebral aneurysm without rupture (HHS-HCC)",1
"Coag and Thromboembolic: Deep venous thrombosis of leg",1
"Chronic colitis",1
"Hemiplegia of nondominant side as late effect of cerebrovascular disease",1
"History of cranioplasty",1
"Autonomic neuropathy due to type...",1
"Hematology and Neoplasia: Family history of rectal cancer in mother",1
"Gastrointestinal and Abdominal: Emesis",1
"Eye: Acute viral conjunctivitis of left eye",1
"Nondiabetic gastroparesis",1
"Hematology and Neoplasia: Benign neoplasm of adrenal gland",1
"Arthralgia of both hands",1
"Bronchopneumonia",1
"Ingrown nail of right middle finger",1
"Mental Health: Unspecified disorder of psychological development",1
"Neuro: Intellectual disability",1
"Encounter for general adult medical examination without abnormal findings",1
"Congenital lactase deficiency",1
"Megaloblastic anemia due to vitamin B12 deficiency",1
"Malignant neoplasm of thyroid cartilage",1
"Malignant neoplasm of thyroid gland",1
"Mental Health: Posttraumatic stres...",1
"Welcome to Medicare preventive visit",1
"Eye: Orbital myositis of left side",1
"Infectious Disease: (QFT) QuantiFERON-TB test reaction without active tuberculosis",1
"Hematology and Neoplasia: Ductal carcinoma in situ of breast",1
"Malignant neoplasm of lower-outer quadrant of left female breast",1
"Other hammer toe(s) (ac...",1
"Cardiac and Vasculature: Inappropriate sinus tachycardia (HHS-HCC)",1
"Torsades de pointes",1
"Infectious Disease: Cellulitis of right inguinal area",1
"Neuro: Spinal cord ischemia causing lower extremity paraparesis",1
"Pain in right arm",1
"Intracranial mass",1
"Mast cell disorder",1
"History of meningioma",1
"Impaired cognitive ability",1
"Epididymo-orchitis",1
"Delirium due to medical condition with behavioral disturbance",1
"Eye: Right epiphora",1
"Genitourinary and Reproductive: Prostatitis",1
"Musculoskeletal and Injuries: Pressure ulcer of right heel",1
"unspecified stage",1
"Class 2 obesity due to excess calories without serious comorbidity with body mass index (BMI) of 36.0 to 36.9 in adult",1
"Neuro: Long-term memory impairment",1
"p small bowel obstruction",1
"Hematology and Neoplasia: Basal cell carcinoma of skin of right upper lip",1
"Allergies and Adverse Reactions: Adverse effect of lithium",1
"Left bundle branch block (LBBB) on electrocardiogram",1
"Hematology and Neoplasia: Ureteral carcinoma",1
"manic",1
"in full remission (HHS-HCC)",1
"Neuro: History of fusion of cervical spine",1
"Paresthesia of foot",1
"Basal cell carcinoma (BCC) of occipital region of scalp",1
"Class 3 severe obesity due to excess calories without serious comorbidity with body mass index (BMI) of 45.0 to 49.9 in adult (CMS-HCC)",1
"Hematology and Neoplasia: Parotid neoplasm",1
"Thoracic aortic aneurysm (TAA)",1
"Keratoconus of both eyes",1
"Left renal artery stenosis",1
"History of thyroid disease",1
"Athscl heart disease of native cor art w unsp ang pctrs (CMS-hcc)",1
